CARID,Name,Receiving Waterbody ID,Receiving Waterbody Name,X,Y,XY Coordinates,Coordinate Description
WW002064036,Drumard Primate WwTW,UKGBNI1NB030307129,Tall River (Derrycrew),297095,353186,297095 353186,Discharge Point Coordinates
WW002064079,Drumaroad Dunturk WwTW,UKGBNI1NE050505067,Moneycarragh River (Claragh),336662,342725,336662 342725,Discharge Point Coordinates
WW002063838,Drumaroad ST,UKGBNI1NE050504066,Drumaness Tributary,336817,344768,336817 344768,Discharge Point Coordinates
WW002064491,Drumavoley Road 39-41 ST,UKGBNI1NE040405119,Glenshesk River,312809,439881,312809 439881,Discharge Point Coordinates
WW002064360,Drumavoley Road 83 ST,Undefined,Undefined,312990,435343,312990 435343,Coordinates of Asset (Discharge Point Unavailable)
WW002064165,Drumbeg WwTW,UKGBNI1NE050503108,River Lagan (Stranmillis),331311,366648,331311 366648,Discharge Point Coordinates
WW002064413,Drumbolg Road 98-100 ST,UKGBNI1NB030308233,Clady River,290901,404954,290901 404954,Discharge Point Coordinates
WW002064529,Drumcroon ST,UKGBNI1NB030308220,Macosquin River (Macosquin),284135,428407,284135 428407,Discharge Point Coordinates
WW002064342,Drumenny Road 120-128 ST,UKGBNI1NB030308243,Lough Neagh Peripherals,293561,376455,293561 376455,Discharge Point Coordinates
WW002063627,Drumenny WwTW,Undefined,Undefined,237195,404775,237195 404775,Coordinates of Asset (Discharge Point Unavailable)
WW002063530,Drumflugh Road 75-77 ST,UKGBNI1NB030307043,River Blackwater (Benburb),280657,352424,280657 352424,Discharge Point Coordinates
WW002063670,Drumgay One WwTW,UKGBNI1NW363601032,St Angelo Stream,224415,347170,224415 347170,Discharge Point Coordinates
WW002063673,Drumgay Two WwTW,UKGBNI1NW363601032,St Angelo Stream,224580,347403,224580 347403,Discharge Point Coordinates
WW002064045,Drumgooland ST,UKGBNI1NB030308187,Drumadonnell River,324131,341801,324131 341801,Discharge Point Coordinates
WW002063879,Drumgrevagh ST,UKGBNI1NB060604042,Moygannon River,316455,322542,316455 322542,Discharge Point Coordinates
WW002063458,Drumhillery WwTW,UKGBNI1NB030308236,Tynan River,279233,336203,279233 336203,Discharge Point Coordinates
WW002064139,Drumhirk WwTW,GBNI8NE034,Strangford,346317,367079,346317 367079,Discharge Point Coordinates
WW002063918,Drumilly WwTW,UKGBNI1NB030308114,Cusher River (Windy Gap),300539,326744,300539 326744,Discharge Point Coordinates
WW002063913,Drumintee WwTW,UKGBNI1NB060602038,Kilnasaggart River,303680,316986,303680 316986,Discharge Point Coordinates
WW002063475,Drumkee WwTW,UKGBNI1NB030307050,Tamnamore Stream,284324,363230,284324 363230,Discharge Point Coordinates
WW002063805,Drumlegagh Church Road 63-65 ST,Undefined,Undefined,233035,379446,233035 379446,Coordinates of Asset (Discharge Point Unavailable)
WW002063803,Drumlegagh Church Road WwTW,UKGBNI1NW010104044,Fairy Water (Envagh),233204,379687,233204 379687,Discharge Point Coordinates
WW002063820,Drumlegagh Road South ST,UKGBNI1NW010102041,Fairywater River (Dunwish),236083,379174,236083 379174,Discharge Point Coordinates
WW002064039,Drumlough WwTW,UKGBNI1NE050503046,River Lagan (Bull's Brook),326743,353951,326743 353951,Discharge Point Coordinates
WW002063702,Drummack WwTW,UKGBNI1NW363602018,Colebrooke River (Maguiresbridge),233317,335723,233317 335723,Discharge Point Coordinates
WW002063400,Drummond WwTW,UKGBNI1NW020204061,Castle River,269947,421700,269947 421700,Discharge Point Coordinates
WW002064336,Drummullan WwTW,UKGBNI1NB030308231,Lissan Water,286711,378290,286711 378290,Discharge Point Coordinates
WW002064410,Drumnacanon Road 20-22 ST,UKGBNI1NB030308233,Clady River,290321,406578,290321 406578,Discharge Point Coordinates
WW002063986,Drumnaferry WwTW,UKGBNI1NE050505127,River Lagan (Lisburn),314966,354800,314966 354800,Discharge Point Coordinates
WW002063764,Drumnakilly New WwTW,UKGBNI1NW010108257,Camowen River (Omagh),253000,372376,253000 372376,Discharge Point Coordinates
WW002063869,Drumnascamph WwTW,UKGBNI1NB030308256,River Bann (Gilford),321853,332684,321853 332684,Discharge Point Coordinates
WW002063411,Drumneechy ST,UKGBNI1NW020202012,Gelvin River (Benview),269535,414160,269535 414160,Discharge Point Coordinates
WW002063801,Drumquin WwTW,UKGBNI1NW010104042,Drumquin River,233288,375098,233288 375098,Coordinates of Asset (Discharge Point Unavailable)
WW002063383,Drumraighland WwTW,GBNI8NW017,Roe,264581,420078,264581 420078,Discharge Point Coordinates
WW002064146,Drumreagh Road 9-11 ST,UKGBNI1NE050504057,Blackwater (Ards) River,346061,362491,346061 362491,Discharge Point Coordinates
WW002064394,Drumreagh ST,UKGBNI1NB030301214,Lower River Bann (Coleraine),291899,422825,291899 422825,Discharge Point Coordinates
WW002064450,Drumshambo WwTW,UKGBNI1NB030304054,Kildress Stream,272507,378441,272507 378441,Discharge Point Coordinates
WW003434073,Drumsough Road Randalstown ST,Undefined,Undefined,311679,390638,311679 390638,Coordinates of Asset (Discharge Point Unavailable)
WW002063609,Drumsurn Road 234-238 ST,UKGBNI1NW020204061,Castle River,271828,417791,271828 417791,Discharge Point Coordinates
WW002063377,Drumsurn WwTW,UKGBNI1NW020204061,Castle River,271668,417261,271668 417261,Discharge Point Coordinates
WW002064575,Dunboe Road 77 ST,UKGBNI1NB030301221,Articlave River,277561,432434,277561 432434,Discharge Point Coordinates
WW002064206,Dundrod WwTW,UKGBNI1NB030308207,Crumlin River (Dundrod),321483,375799,321483 375799,Discharge Point Coordinates
WW002063472,Dundrum Keady WwTW,UKGBNI1NB030307112,Callan River (Tassagh),287250,333907,287250 333907,Discharge Point Coordinates
WW002064061,Dundrum WwTW,GBNI8NE041,South Down,340194,335683,340194 335683,Discharge Point Coordinates
WW002064280,Duneany WwTW,UKGBNI1NB030308210,River Main (Glarryford),303171,413364,303171 413364,Discharge Point Coordinates
WW002063481,Dungannon WwTW,UKGBNI1NB030308203,River Blackwater (Argory),287327,358622,287327 358622,Discharge Point Coordinates
WW002063388,Dungiven WwTW,UKGBNI1NW020202018,River Roe (Limavady),268568,409957,268568 409957,Discharge Point Coordinates
WW002064319,Dungonnell ST,UKGBNI1NB030302233,Glenravel Water,318950,417274,318950 417274,Discharge Point Coordinates
WW002064376,Dungorbery WwTW,UKGBNI1NB030301211,Breckagh Water,300200,425902,300200 425902,Discharge Point Coordinates
WW002064375,Dunloy WwTW,UKGBNI1NB030308244,River Main (Dunloy),302781,420266,302781 420266,Discharge Point Coordinates
WW002063748,Dunmullan WwTW,UKGBNI1NW010102021,Cappagh Burn,244431,379773,244431 379773,Discharge Point Coordinates
WW002063958,Dunmurry WwTW,UKGBNI1NE050503108,River Lagan (Stranmillis),329601,367818,329601 367818,Discharge Point Coordinates
WW002064462,Dunnamore WwTW,UKGBNI1NB030304240,Ballinderry River (Dunamore),269608,380494,269608 380494,Discharge Point Coordinates
WW002063623,Dunnyboe Road 85-93 ST,UKGBNI1NW010101045,Burn Dennet River (Dunnamanagh),244787,400266,244787 400266,Discharge Point Coordinates
WW002064250,Dunore Point 1 ST,UKGBNI3NB0032,Lough Neagh,312363,383013,312363 383013,Discharge Point Coordinates
WW002064251,Dunore Point 2 ST,Undefined,Undefined,313338,383044,313338 383044,Coordinates of Asset (Discharge Point Unavailable)
WW002064252,Dunore Point 3 ST,UKGBNI1NB030308243,Lough Neagh Peripherals,313095,382847,313095 382847,Discharge Point Coordinates
WW002064344,Dunronan Road 25-27 ST,UKGBNI1NB030308243,Lough Neagh Peripherals,288758,385744,288758 385744,Discharge Point Coordinates
WW002064502,Dunseverick WwTW,GBNI8NE060,Bush,299457,444472,299457 444472,Discharge Point Coordinates
WW002063514,Dyan WwTW,UKGBNI1NB030308204,River Blackwater (Caledon),276395,349689,276395 349689,Discharge Point Coordinates
WW002063520,Edencrannon WwTW,Undefined,Undefined,272798,360893,272798 360893,Coordinates of Asset (Discharge Point Unavailable)
WW002064169,Edenderry Belfast WwTW,UKGBNI1NE050503108,River Lagan (Stranmillis),331731,367986,331731 367986,Discharge Point Coordinates
WW002063767,Edenderry Tyrone WwTW,Undefined,Undefined,249000,370145,249000 370145,Coordinates of Asset (Discharge Point Unavailable)
WW002064451,Edendoit Road 22-32 ST,UKGBNI1NB030304177,Rock River,269757,372731,269757 372731,Discharge Point Coordinates
WW002064458,Edendoit Road 107-109 ST,UKGBNI1NB030304177,Rock River,272567,373019,272567 373019,Coordinates of Asset (Discharge Point Unavailable)
WW002063384,Edenmore Road WwTW,UKGBNI1NW020204061,Castle River,269394,420412,269394 420412,Discharge Point Coordinates
WW002063600,Edenreagh Road 39-41 ST,UKGBNI1NW020203030,Muff River,251937,416528,251937 416528,Discharge Point Coordinates
WW002063987,Edentiroory ST,UKGBNI1NE050503105,Edenordinary Stream,315595,351335,315595 351335,Discharge Point Coordinates
WW002063807,Edergoole Road 87-89 ST,UKGBNI1NW010104049,Quiggery Water,244051,364873,244051 364873,Discharge Point Coordinates
WW002063683,Ederney WwTW,UKGBNI1NW363604055,Kesh River,222047,365185,222047 365185,Discharge Point Coordinates
WW002063449,Eglish Armagh WwTW,UKGBNI1NB030308238,Derrycaw Stream,292995,358420,292995 358420,Discharge Point Coordinates
WW002063485,Eglish Dungannon WwTW,UKGBNI1NB030308217,Oona Water (Eglish),278075,356345,278075 356345,Coordinates of Asset (Discharge Point Unavailable)
WW002063686,Enniskillen WwTW,UKGBNI3NW0007,Lower Lough Erne Devenish,221836,345555,221836 345555,Discharge Point Coordinates
WW002063430,Ervey Road WwTW,UKGBNI1NW020204035,Burntollet River (Ness Wood),252618,413762,252618 413762,Coordinates of Asset (Discharge Point Unavailable)
WW002063756,Eskragh ST,UKGBNI1NW010102089,Eskragh Water (Eskragh),251140,359989,251140 359989,Discharge Point Coordinates
WW002064422,Fallahogy ST,Undefined,Undefined,293987,408027,293987 408027,Coordinates of Asset (Discharge Point Unavailable)
WW002063440,Farmacaffley WwTW,UKGBNI1NB030307048,Butter Water,286895,342167,286895 342167,Discharge Point Coordinates
WW002064241,Farranflugh WwTW,Undefined,Undefined,312682,390625,312682 390625,Coordinates of Asset (Discharge Point Unavailable)
WW002063591,Faughan ST,Undefined,Undefined,249005,420057,249005 420057,Coordinates of Asset (Discharge Point Unavailable)
WW002063385,Feeny WwTW,UKGBNI1NW020202023,Owenbeg River,262687,404851,262687 404851,Discharge Point Coordinates
WW002064199,Ferris Bay 50 ST,GBNI8NE003,Larne Lough,342752,402684,342752 402684,Discharge Point Coordinates
WW002064200,Feumore WwTW,UKGBNI3NB0032,Lough Neagh,310738,370834,310738 370834,Discharge Point Coordinates
WW002063394,Fincarn WwTW,UKGBNI1NW020202023,Owenbeg River,263367,404563,263367 404563,Discharge Point Coordinates
WW002063773,Fintona WwTW,UKGBNI1NW010104049,Quiggery Water,244815,361543,244815 361543,Discharge Point Coordinates
WW002063660,Fivemiletown WwTW,UKGBNI1NW363604052,Colebrooke River (Ashbrooke),242022,344760,242022 344760,Discharge Point Coordinates
WW002063687,Florencecourt WwTW,UKGBNI1NW363604059,Arney River,217564,337402,217564 337402,Discharge Point Coordinates
WW002064131,Fofanny ST,Undefined,Undefined,328553,329331,328553 329331,Coordinates of Asset (Discharge Point Unavailable)
WW002064127,Fofannybane ST,UKGBNI1NB030308188,Muddock River,327904,330375,327904 330375,Discharge Point Coordinates
WW002064314,Ford Road 27 ST,UKGBNI1NB030308233,Clady River,294835,403416,294835 403416,Discharge Point Coordinates
WW002063602,Foreglen Road 51-53 ST,Undefined,Undefined,253032,408847,253032 408847,Coordinates of Asset (Discharge Point Unavailable)
WW002063393,Foreglen WwTW,UKGBNI1NW020202032,Wood Burn,262806,409385,262806 409385,Discharge Point Coordinates
WW002063914,Forkhill WwTW,UKGBNI1NB060608228,Forkhill River,301431,315496,301431 315496,Discharge Point Coordinates
WW002063904,Fourmile ST,UKGBNI1NB060608226,Jerretspass River,309381,334887,309381 334887,Discharge Point Coordinates
WW002063515,Galbally WwTW,UKGBNI1NB030304181,Tullyaran Tributary,272384,366310,272384 366310,Discharge Point Coordinates
WW002063542,Gallrock WwTW,UKGBNI1NB030308238,Derrycaw Stream,293720,360212,293720 360212,Discharge Point Coordinates
WW002063722,Garrison South WwTW,UKGBNI1NW353504082,Drowes River,193861,351633,193861 351633,Discharge Point Coordinates
WW002064400,Garryduff Church ST,UKGBNI1NB030301146,Greenshields River,298769,422186,298769 422186,Discharge Point Coordinates
WW002064395,Garryduff ST,UKGBNI1NB030301146,Greenshields River,298845,422514,298845 422514,Discharge Point Coordinates
WW002064540,Garvagh WwTW,UKGBNI1NB030301075,Agivey River (Garvagh),284925,416617,284925 416617,Discharge Point Coordinates
WW002063757,Garvaghy Ballygawley WwTW,UKGBNI1NW010102090,Routing Burn,255960,360164,255960 360164,Discharge Point Coordinates
WW002063792,Garvetagh WwTW,UKGBNI1NW010102095,Derg River (Millbrook),227280,382269,227280 382269,Discharge Point Coordinates
WW002064020,Gilford WwTW,UKGBNI1NB030308256,River Bann (Gilford),305983,348784,305983 348784,Discharge Point Coordinates
WW002063412,Glack Laurel Road WwTW,UKGBNI1NW020203028,Ballykelly River,262274,418890,262274 418890,Discharge Point Coordinates
WW002064278,Glarryford South WwTW,UKGBNI1NB030302158,River Main (Cullybackey),305520,412838,305520 412838,Discharge Point Coordinates
WW002064085,Glasdrumman Annalong WwTW,GBNI8NE043,South Down,337937,321504,337937 321504,Discharge Point Coordinates
WW002063932,Glasdrumman Crossmaglen WwTW,UKGBNI1NB060608235,Cully Water,296499,315073,296499 315073,Discharge Point Coordinates
WW002064130,Glasker Road 11 ST,UKGBNI1NB060608226,Jerretspass River,313570,337543,313570 337543,Discharge Point Coordinates
WW002064307,Glasmullen WwTW,UKGBNI1NE040403027,Glenariff River,322795,422562,322795 422562,Discharge Point Coordinates
WW002064154,Glassdrummond Saintfield WwTW,UKGBNI1NE050505124,Glasswater River,341396,360533,341396 360533,Discharge Point Coordinates
WW002063579,Glen Cottages 1-6 ST,GBNI8NE024,Belfast Lough,342365,380679,342365 380679,Discharge Point Coordinates
WW002063871,Glen View Rathfriland ST,Undefined,Undefined,320256,334540,320256 334540,Coordinates of Asset (Discharge Point Unavailable)
WW002063892,Glen Villas WwTW,UKGBNI1NB060608226,Jerretspass River,308505,336126,308505 336126,Discharge Point Coordinates
WW002063587,Glenabbey WwTW,UKGBNI1NW393901002,Skeoge River,241879,421361,241879 421361,Discharge Point Coordinates
WW002063619,Glenagoorland ST,UKGBNI1NW010101069,Altinaghrea Burn,245822,406155,245822 406155,Discharge Point Coordinates
WW002063547,Glenanne ST,UKGBNI1NB030308216,Cusher River (Mount Norris),299602,337097,299602 337097,Discharge Point Coordinates
WW002064203,Glenavy Road Lisburn ST,UKGBNI1NE050503106,Brookmount Stream,322395,366889,322395 366889,Discharge Point Coordinates
WW002064249,Glenavy WwTW,UKGBNI1NB030308208,Glenavy River,314671,372718,314671 372718,Discharge Point Coordinates
WW002064372,Glenbush Road 31 ST,UKGBNI1NE040405127,Bush River (Ballyhoe),309178,427907,309178 427907,Discharge Point Coordinates
WW002063607,Glenedra Road 109-111 ST,UKGBNI1NW020202023,Owenbeg River,265230,403853,265230 403853,Discharge Point Coordinates
WW002063858,Glenhead Road WwTW,UKGBNI1NB030308187,Drumadonnell River,326287,339431,326287 339431,Discharge Point Coordinates
WW002063816,Glenhordial ST,Undefined,Undefined,248057,375237,248057 375237,Coordinates of Asset (Discharge Point Unavailable)
WW002064433,Glenleary Road 22 ST,UKGBNI1NB030308220,Macosquin River (Macosquin),284699,427579,284699 427579,Discharge Point Coordinates
WW002064482,Glenmakeeran WwTW,UKGBNI1NE040405118,Carey River,316599,439602,316599 439602,Discharge Point Coordinates
WW002063647,Glenmornan WwTW,UKGBNI1NW010101075,Glenmornan River,241355,399492,241355 399492,Discharge Point Coordinates
WW002064221,Glenoe WwTW,UKGBNI1NE040405046,Glynn River,339713,397069,339713 397069,Discharge Point Coordinates
WW002064564,Glenshesk Road 127 ST,UKGBNI1NE040404038,Well Water,309623,433866,309623 433866,Discharge Point Coordinates
WW002064429,Glenstaghey Road 11 WwTW,GBNI8NE060,Bush,306407,443008,306407 443008,Discharge Point Coordinates
WW002064428,Gorran Road 84 ST,Undefined,Undefined,281872,419358,281872 419358,Coordinates of Asset (Discharge Point Unavailable)
WW002064452,Gortaclady Cottages WwTW,UKGBNI1NB030304054,Kildress Stream,269402,377255,269402 377255,Discharge Point Coordinates
WW002064100,Gortatray WwTW,UKGBNI1NB030308243,Lough Neagh Peripherals,286320,370111,286320 370111,Discharge Point Coordinates
WW002064289,Gortereghy WwTW,UKGBNI1NB030301149,Lower River Bann (Kilrea),296021,410710,296021 410710,Discharge Point Coordinates
WW002064560,Gortin Road 12 ST,UKGBNI1NB030301149,Lower River Bann (Kilrea),290215,417864,290215 417864,Discharge Point Coordinates
WW002063755,Gortin WwTW,Undefined,Undefined,249315,386529,249315 386529,Coordinates of Asset (Discharge Point Unavailable)
WW002064116,Gortnacross WwTW,UKGBNI1NB030304062,Gortin Water,277980,379003,277980 379003,Discharge Point Coordinates
WW002064235,Gortnagallon Cottages 1-4 ST,UKGBNI1NB030308243,Lough Neagh Peripherals,311707,376409,311707 376409,Discharge Point Coordinates
WW002063372,Gortnagola Road 127-129 ST,UKGBNI1NB030304181,Tullyaran Tributary,273158,365970,273158 365970,Discharge Point Coordinates
WW002063606,Gortnagross Road 38-40 ST,UKGBNI1NW020202012,Gelvin River (Benview),271120,413411,271120 413411,Discharge Point Coordinates
WW002063392,Gortnahey WwTW,UKGBNI1NW020202032,Wood Burn,266746,411963,266746 411963,Discharge Point Coordinates
WW002064105,Gortnaskea Road 45-47 ST,UKGBNI1NB030304138,Kingsmill River,287041,374552,287041 374552,Discharge Point Coordinates
WW002063395,Gortscreagan WwTW,UKGBNI1NW020204033,River Faughan (Park),257244,403772,257244 403772,Discharge Point Coordinates
WW002063596,Gosheden Two WwTW,UKGBNI1NW020208259,Faughan River (Carnmoney),249143,410946,249143 410946,Discharge Point Coordinates
WW002063495,Grange Blundel WwTW,UKGBNI1NB030308203,River Blackwater (Argory),286774,350743,286774 350743,Discharge Point Coordinates
WW002064283,Grange Taylorstown WwTW,UKGBNI1NB030301152,Mullaghardry Point Stream,302923,395179,302923 395179,Discharge Point Coordinates
WW002063496,Grangemore WwTW,UKGBNI1NB030307045,Ballymartrim Water,285656,347867,285656 347867,Discharge Point Coordinates
WW002064186,Gransha Road 26-28 ST,UKGBNI1NE050504081,Ballystockart River,340717,368900,340717 368900,Discharge Point Coordinates
WW002063437,Gransha Stradreagh More ST,Undefined,Undefined,246667,419216,246667 419216,Coordinates of Asset (Discharge Point Unavailable)
WW002064125,Greenan ST,Undefined,Undefined,310841,341496,310841 341496,Coordinates of Asset (Discharge Point Unavailable)
WW002064481,Greenans WwTW,UKGBNI1NE040405119,Glenshesk River,314420,434457,314420 434457,Discharge Point Coordinates
WW002063743,Greencastle Tyrone WwTW,UKGBNI1NW010102091,Owenreagh (East) River (Greencastle),258945,382117,258945 382117,Discharge Point Coordinates
WW002064545,Greenhill Aghadowey WwTW,Undefined,Undefined,284460,421092,284460 421092,Coordinates of Asset (Discharge Point Unavailable)
WW002064195,Greenisland WwTW,UKGBNI6NE090,Belfast Lough Inner,339237,385776,339237 385776,Discharge Point Coordinates
WW002063787,Greenville WwTW,Undefined,Undefined,233649,386474,233649 386474,Coordinates of Asset (Discharge Point Unavailable)
WW002063557,Greyabbey WwTW,UKGBNI6NE140,Strangford Lough North,357655,367694,357655 367694,Discharge Point Coordinates
WW002063654,Greysteel 1 WwTW,GBNI8NW019,Roe,257188,422084,257188 422084,Discharge Point Coordinates
WW002064256,Grove Park WwTW,UKGBNI1NB030302161,Kells Water (Moorfields),322395,399014,322395 399014,Discharge Point Coordinates
WW002064050,Grove Road 21-23 ST,UKGBNI1NE050503098,Eel Burn (Lagan),325139,347118,325139 347118,Discharge Point Coordinates
WW002064089,Gulladuff WwTW,UKGBNI1NB030308234,Grillagh River,289766,399637,289766 399637,Discharge Point Coordinates
WW002063454,Hamiltonsbawn WwTW,UKGBNI1NB030308110,Ballybay River,295155,344475,295155 344475,Discharge Point Coordinates
WW002064011,Hazelbank ST,UKGBNI1NB030308256,River Bann (Gilford),310020,349090,310020 349090,Discharge Point Coordinates
WW002064381,Hillcrest Ballymoney WwTW,UKGBNI1NE040404050,Flesk Water,304503,427917,304503 427917,Discharge Point Coordinates
WW002064329,Hillhead Road 127-131 ST,Undefined,Undefined,294612,392787,294612 392787,Coordinates of Asset (Discharge Point Unavailable)
WW002063861,Hillhead Road Banbridge ST,Undefined,Undefined,321054,341450,321054 341450,Coordinates of Asset (Discharge Point Unavailable)
WW002064369,Hillside Road 7-9 ST,UKGBNI1NB030301216,Brockagh Water,278938,413387,278938 413387,Discharge Point Coordinates
WW002063870,Hilltown Road ST,UKGBNI1NB060601021,Clanrye River,320415,332956,320415 332956,Discharge Point Coordinates
WW002063867,Hilltown WwTW,UKGBNI1NB030308100,Upper River Bann (Ballycoshone),321698,329316,321698 329316,Coordinates of Asset (Discharge Point Unavailable)
WW002064224,Hollybank Road 8-10 ST,UKGBNI1NB030305128,Four Mile Burn,323297,388694,323297 388694,Discharge Point Coordinates
WW002064227,Hollybank Road 54-62 ST,UKGBNI1NB030305128,Four Mile Burn,323156,389408,323156 389408,Discharge Point Coordinates
WW002064248,Horse Park 5-7 ST,UKGBNI1NE050503106,Brookmount Stream,321160,366552,321160 366552,Discharge Point Coordinates
WW002063797,Hunter Bungalows ST,UKGBNI1NW010104042,Drumquin River,235933,373136,235933 373136,Discharge Point Coordinates
WW002063948,Inishargy Road 2-10 ST,GBNI8NE036,Strangford,359441,364345,359441 364345,Discharge Point Coordinates
WW002063555,Inishargy Road 10-12 ST,Undefined,Undefined,360100,364784,360100 364784,Coordinates of Asset (Discharge Point Unavailable)
WW002063556,Inishargy Road 36-53 ST,GBNI8NE029,Strangford,361929,365690,361929 365690,Discharge Point Coordinates
WW002063516,Inishmagh WwTW,UKGBNI1NB030307175,Ballygawley Water,265159,358991,265159 358991,Discharge Point Coordinates
WW002063684,Irvinestown WwTW,UKGBNI1NW363604057,Ballycassidy River,224320,358000,224320 358000,Discharge Point Coordinates
WW002064205,Jennys Lane 2-10 ST,UKGBNI1NE050503106,Brookmount Stream,319780,365653,319780 365653,Discharge Point Coordinates
WW002063906,Jerrettspass WwTW,UKGBNI1NB060604048,Newry Canal,306431,333140,306431 333140,Discharge Point Coordinates
WW002063898,Jonesborough South WwTW,UKGBNI1NB060602038,Kilnasaggart River,306202,314748,306202 314748,Discharge Point Coordinates
WW002063860,Katesbridge Road 79-85 RBC,UKGBNI1NB030308187,Drumadonnell River,323488,339715,323488 339715,Discharge Point Coordinates
WW002063862,Katesbridge WwTW,UKGBNI1NB030308256,River Bann (Gilford),320828,340687,320828 340687,Discharge Point Coordinates
WW002063506,Keady Armagh WwTW,UKGBNI1NB030307049,Clay River,285062,334536,285062 334536,Discharge Point Coordinates
WW002063657,Keady Fermanagh WwTW,UKGBNI1NW363602024,Lough-a-hache River,237341,330416,237341 330416,Discharge Point Coordinates
WW002063834,Kearney WwTW,UKGBNI6NE200,Ards Penninsula,365021,351920,365021 351920,Discharge Point Coordinates
WW002064453,Keenaghan One WwTW,UKGBNI1NB030304177,Rock River,273963,374407,273963 374407,Discharge Point Coordinates
WW002063648,Keenaghan Strabane WwTW,UKGBNI1NW010101075,Glenmornan River,238806,398415,238806 398415,Discharge Point Coordinates
WW002064470,Keenaghan Two ST,UKGBNI1NB030304177,Rock River,273581,374601,273581 374601,Discharge Point Coordinates
WW002063706,Kesh WwTW,UKGBNI1NW363604055,Kesh River,217790,363898,217790 363898,Discharge Point Coordinates
WW002063881,Kilbroney Park ST,UKGBNI1NB060604041,Kilbroney River,319640,320343,319640 320343,Discharge Point Coordinates
WW002063806,Kilclean Road 80-82 ST,UKGBNI1NW010102095,Derg River (Millbrook),224860,386700,224860 386700,Discharge Point Coordinates
WW002063849,Kilcoo WwTW,UKGBNI1NB030308100,Upper River Bann (Ballycoshone),323192,333079,323192 333079,Discharge Point Coordinates
WW002064454,Kildress Terrace WwTW,UKGBNI1NB030304054,Kildress Stream,271920,377959,271920 377959,Discharge Point Coordinates
WW002063678,Kilgarrett WwTW,UKGBNI1NW363602028,Newtownbutler River,242200,324864,242200 324864,Discharge Point Coordinates
WW002064087,Kilkeel WwTW,UKGBNI6NB020,Mourne Coast,332464,313444,332464 313444,Discharge Point Coordinates
WW002063396,Killaloo WwTW,UKGBNI1NW020208259,Faughan River (Carnmoney),252327,409182,252327 409182,Discharge Point Coordinates
WW002063581,Killaughey Road 252-254 ST,GBNI8NE027,Strangford,357045,377643,357045 377643,Discharge Point Coordinates
WW002063650,Killea ST,UKGBNI1NW010103062,Carrigans River,238445,415946,238445 415946,Discharge Point Coordinates
WW002063476,Killeen Dungannon WwTW,UKGBNI1NB030306131,Doon Stream,287756,367294,287756 367294,Discharge Point Coordinates
WW002063911,Killeen Newry WwTW,UKGBNI1NB060608247,Flurry River (Meigh),308387,320891,308387 320891,Discharge Point Coordinates
WW002063800,Killen WwTW,UKGBNI1NW010102050,Killen Burn,223540,381071,223540 381071,Discharge Point Coordinates
WW002063798,Killeter North WwTW,UKGBNI1NW010102094,Derg River (Killeter),220445,380565,220445 380565,Discharge Point Coordinates
WW002064180,Killinchy Road 96-100 ST,GBNI8NE053,Strangford,347153,366673,347153 366673,Discharge Point Coordinates
WW002064145,Killinchy WwTW,UKGBNI1NE050504057,Blackwater (Ards) River,349956,361051,349956 361051,Discharge Point Coordinates
WW002064387,Killogue WwTW,UKGBNI1NB030301146,Greenshields River,300447,423461,300447 423461,Discharge Point Coordinates
WW002064058,Killough WwTW,GBNI8NE039,South Down,354105,335088,354105 335088,Discharge Point Coordinates
WW002064118,Killybaskey WwTW,UKGBNI1NB030304057,Ballymully River Tributary (Feenan More),281032,383023,281032 383023,Discharge Point Coordinates
WW002063636,Killycurry Road 30-32 ST,UKGBNI1NW010101070,Burn Dennet River (Milltown),240241,403516,240241 403516,Discharge Point Coordinates
WW002064468,Killygonlan WwTW,Undefined,Undefined,293987,373974,293987 373974,Coordinates of Asset (Discharge Point Unavailable)
WW002064277,Killygore WwTW,UKGBNI1NB030308211,Clogh River,311555,412441,311555 412441,Discharge Point Coordinates
WW002063589,Killylane Eglinton WwTW,UKGBNI1NW020203030,Muff River,254164,421135,254164 421135,Discharge Point Coordinates
WW002064255,Killylane ST,UKGBNI1NB030308241,Glenwhirry River,328290,398564,328290 398564,Discharge Point Coordinates
WW002064134,Killyleagh WwTW,UKGBNI6NE170,Strangford Lough South,353355,352483,353355 352483,Discharge Point Coordinates
WW002064346,Killymuck WwTW,UKGBNI1NB030304136,Ballinderry River (Coagh),295389,381099,295389 381099,Discharge Point Coordinates
WW002064327,Killyneese Road 14-16 ST,Undefined,Undefined,291570,391698,291570 391698,Coordinates of Asset (Discharge Point Unavailable)
WW002064377,Killyrammer WwTW,UKGBNI1NB030301211,Breckagh Water,300064,426319,300064 426319,Discharge Point Coordinates
WW002063886,Killysavan WwTW,UKGBNI1NB060601025,Loughbrickland Stream,307449,338988,307449 338988,Discharge Point Coordinates
WW002063441,Kilmachugh WwTW,Undefined,Undefined,295814,336690,295814 336690,Coordinates of Asset (Discharge Point Unavailable)
WW002064151,Kilmood WwTW,UKGBNI1NE050504057,Blackwater (Ards) River,346650,362514,346650 362514,Discharge Point Coordinates
WW002063552,Kilmore Richhill WwTW,UKGBNI1NB030308224,Tall River (Rich Hill),295005,350683,295005 350683,Discharge Point Coordinates
WW002063521,Kilnacart ST,Undefined,Undefined,276712,357586,276712 357586,Coordinates of Asset (Discharge Point Unavailable)
